subject_id	subject_label	object_id	object_label	predicate_id	mapping_justification
rhea:10142		metacyc.compound:1.1.1.188-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10143		kegg.reaction:R02684		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10145		ecocyc:3-NUCLEOTID-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10145		metacyc.compound:3-NUCLEOTID-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10147		kegg.reaction:R03060		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10148	blasticidin S + H(+) + H2O = deaminohydroxyblasticidin S + NH4(+)	metacyc.compound:BLASTICIDIN-S-DEAMINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10151		kegg.reaction:R03800		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10155		kegg.reaction:R00150		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10155		metacyc.compound:CARBAMATE-KINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10157		metacyc.compound:1.14.13.57-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10159		kegg.reaction:R04708		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10163		kegg.reaction:R07145		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10163		metacyc.compound:L-IDITOL-2-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10165		reactome:R-HSA-71660.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10165		macie:M0311		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10166		reactome:R-HSA-70494.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10167		ecocyc:2PGADEHYDRAT-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10167		kegg.reaction:R00658		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10167		metacyc.compound:2PGADEHYDRAT-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10170		metacyc.compound:1.3.7.2-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10171		kegg.reaction:R05818		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10173		metacyc.compound:HYDROXYBUTYRATE-DIMER-HYDROLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10175		kegg.reaction:R00048		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10178		metacyc.compound:RXN-17529		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10179		kegg.reaction:R11336		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10180	(6R)-10-formyltetrahydrofolate + H2O + NADP(+) = (6S)-5,6,7,8-tetrahydrofolate + CO2 + H(+) + NADPH	metacyc.compound:FORMYLTETRAHYDROFOLATE-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10183		kegg.reaction:R00941		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10185		metacyc.compound:3-OXOADIPATE-ENOL-LACTONASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10187		kegg.reaction:R02991		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10189		reactome:R-HSA-191323.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10189		reactome:R-HSA-73918.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10191		kegg.reaction:R01978		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10191		metacyc.compound:HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10193		ecocyc:ABC-70-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10193		metacyc.compound:ABC-70-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10197		ecocyc:O-SUCCINYLBENZOATE-COA-SYN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10197		metacyc.compound:O-SUCCINYLBENZOATE-COA-SYN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10199		kegg.reaction:R04031		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10203		kegg.reaction:R01689		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10203		metacyc.compound:2-ENOATE-REDUCTASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10204	dimethylamine + H(+) + H2O + oxidized [electron-transfer flavoprotein] = formaldehyde + methylamine + reduced [electron-transfer flavoprotein]	metacyc.compound:1.5.8.1-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10207		kegg.reaction:R01588		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10211		kegg.reaction:R03862		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10211		metacyc.compound:ARGINYLTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10215		kegg.reaction:R02274		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10215		metacyc.compound:VAGL-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10219		kegg.reaction:R04358		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10219		metacyc.compound:RNA-POLYMERASE-SUBUNIT-KINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10221		ecocyc:TYROSINE--TRNA-LIGASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10221		metacyc.compound:TYROSINE--TRNA-LIGASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10223		kegg.reaction:R02918		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10225		ecocyc:PYRIDOXKIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10225		reactome:R-HSA-964970.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10225		metacyc.compound:PYRIDOXKIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10227		kegg.reaction:R00174		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10231		ecocyc:ACONITATEDEHYDR-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10231		kegg.reaction:R01325		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10231		metacyc.compound:ACONITATEDEHYDR-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10232	5,6-dihydrouridine 5'-monophosphate + diphosphate = 5,6-dihydrouracil + 5-phospho-alpha-D-ribose 1-diphosphate	metacyc.compound:2.4.2.20-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10235		kegg.reaction:R04346		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10237		metacyc.compound:2.4.1.114-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10239		kegg.reaction:R03710		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10242		ecocyc:ENOYL-ACP-REDUCT-NADH-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10242		metacyc.compound:ENOYL-ACP-REDUCT-NADH-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10243		kegg.reaction:R01403		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10245		reactome:R-HSA-71181.4		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10245		macie:M0180		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10245		metacyc.compound:FUMARYLACETOACETASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10247		kegg.reaction:R01364		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10249		ecocyc:DUTP-PYROP-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10249		reactome:R-HSA-73666.4		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10249		metacyc.compound:DUTP-PYROP-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10251		kegg.reaction:R02100		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10255		kegg.reaction:R07274		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10255		metacyc.compound:2.5.1.65-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10257		metacyc.compound:2.7.9.5-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10261		ecocyc:TRANS-RXN-250		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10261		metacyc.compound:TRANS-RXN-250		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10267		ecocyc:ALDOSE-1-EPIMERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10267		kegg.reaction:R01602		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10267		metacyc.compound:ALDOSE-1-EPIMERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10269		metacyc.compound:4.1.2.20-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10271		kegg.reaction:R03277		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10272	a 1,2-diacyl-sn-glycerol + ATP = a 1,2-diacyl-sn-glycero-3-phosphate + ADP + H(+)	reactome:R-HSA-426240.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10275		ecocyc:DIACYLGLYKIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10275		kegg.reaction:R02240		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10275		metacyc.compound:DIACYLGLYKIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10277		reactome:R-HSA-1855182.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10277		metacyc.compound:2.7.4.24-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10279		kegg.reaction:R08964		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10281		metacyc.compound:RXN-7601		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10283		kegg.reaction:R07921		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10287		kegg.reaction:R01091		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10287		metacyc.compound:LEUCINE-23-AMINOMUTASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10289		metacyc.compound:L-RHAMNONO-14-LACTONASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10291		kegg.reaction:R03772		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10293		metacyc.compound:GLUCOSAMINEPNACETYLTRANS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10295		kegg.reaction:R02058		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10298		metacyc.compound:1.2.1.13-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10299		kegg.reaction:R01063		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10299		metacyc.compound:GAPDHSYNEC-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10301		reactome:R-HSA-70449.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10302		reactome:R-HSA-70482.4		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10303		ecocyc:GAPOXNPHOSPHN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10303		kegg.reaction:R01061		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10303		metacyc.compound:GAPDHSYNEC-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10303		metacyc.compound:GAPOXNPHOSPHN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10307		ecocyc:ACYLGPEACYLTRANS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10307		kegg.reaction:R04864		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10307		metacyc.compound:ACYLGPEACYLTRANS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10313		metacyc.compound:1.14.12.15-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10315		kegg.reaction:R05148		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10317		metacyc.compound:THYMINE-DIOXYGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10319		kegg.reaction:R01412		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10321		metacyc.compound:TRANS-L-3-HYDROXYPROLINE-DEHYDRATASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10323		kegg.reaction:R04374		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10324	an L-glycol + NADP(+) = a 2-hydroxycarbonyl + H(+) + NADPH	metacyc.compound:L-GLYCOL-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10327		kegg.reaction:R03585		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10328	an L-glycol + NAD(+) = a 2-hydroxycarbonyl + H(+) + NADH	metacyc.compound:L-GLYCOL-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10331		kegg.reaction:R03584		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10332	a 2-acyl-sn-glycero-3-phosphocholine + an acyl-CoA = a 1,2-diacyl-sn-glycero-3-phosphocholine + CoA	reactome:R-HSA-1482533.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10332	a 2-acyl-sn-glycero-3-phosphocholine + an acyl-CoA = a 1,2-diacyl-sn-glycero-3-phosphocholine + CoA	metacyc.compound:2.3.1.62-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10335		kegg.reaction:R01319		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10337		reactome:R-HSA-5690911.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10337		reactome:R-HSA-70971.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10338		reactome:R-HSA-450975.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10339		ecocyc:RXN-14047		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10339		kegg.reaction:R01324		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10339		metacyc.compound:RXN-14047		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10341		metacyc.compound:RXN-4823		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10343		kegg.reaction:R06523		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10347		kegg.reaction:R03109		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10347		metacyc.compound:PLASMALOGEN-SYNTHASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10349		reactome:R-HSA-1247935.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10349		metacyc.compound:5-OXOPROLINASE-ATP-HYDROLYSING-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10351		kegg.reaction:R00251		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10355		kegg.reaction:R04727		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10355		metacyc.compound:3.5.1.76-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10356	3alpha-hydroxy-5beta-androstan-17-one + NAD(+) = 5beta-androstane-3,17-dione + H(+) + NADH	metacyc.compound:1.1.1.152-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10359		kegg.reaction:R04309		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10361		metacyc.compound:DIHYDROCOUMARIN-LIPASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10363		kegg.reaction:R03692		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10364	2-oxoglutarate + dodecanoyl-CoA + H2O = (3S,4S)-3-hydroxytetradecane-1,3,4-tricarboxylate + CoA + H(+)	metacyc.compound:DECYLHOMOCITRATE-SYNTHASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10367		kegg.reaction:R03859		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10371		ecocyc:RFFTRANS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10371		kegg.reaction:R04438		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10371		metacyc.compound:RFFTRANS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10375		kegg.reaction:R02450		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10375		metacyc.compound:1.2.1.58-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10376	ATP + Cu(2+)(in) + H2O = ADP + Cu(2+)(out) + H(+) + phosphate	reactome:R-HSA-936802.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10376	ATP + Cu(2+)(in) + H2O = ADP + Cu(2+)(out) + H(+) + phosphate	reactome:R-HSA-936895.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10377		ecocyc:TRANS-RXN-178		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10377		metacyc.compound:TRANS-RXN-178		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10382		reactome:R-HSA-73567.4		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10383		ecocyc:OROPRIBTRANS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10383		kegg.reaction:R01870		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10383		metacyc.compound:OROPRIBTRANS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10385		metacyc.compound:RXN-15812		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10389		reactome:R-HSA-372819.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10389		reactome:R-HSA-70241.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10391		kegg.reaction:R00431		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10391		metacyc.compound:4.1.1.32-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10395		kegg.reaction:R03054		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10395		metacyc.compound:CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:10397		metacyc.compound:L-AMINO-ACID-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
