identifier	name	definition	synonyms	alts	parents	species
SPAC110.03	cdc42	Rho family GTPase Cdc42			so:0001217	
SPAC110.04c	pss1	heat shock protein Pss1	ssp1|SPAP14E8.01c		so:0001217	
SPAC110.06		dubious	SPAC110.05		so:0001217	
SPAC1142.01	rqc1	ribosome quality control complex (RQC) complex subunit Rqc1	SPAC17G6.18		so:0001217	
SPAC1142.02c	sgt2	TRC complex (ER membrane insertion) TPR repeat subunit Sgt2	SPAC17G6.19c		so:0001217	
SPAC1142.03c	swi2	DNA recombination mediator Swi2	SPAC17G6.20c		so:0001217	
SPAC1142.04	noc201	Noc complex subunit Noc201	noc2		so:0001217	
SPAC1142.05	ctr5	plasma membrane copper transporter complex subunit Ctr5			so:0001217	
SPAC1142.06	get3	GET complex (ER membrane insertion) ATPase subunit Get3			so:0001217	
SPAC1142.07c	vps32	ESCRT III complex subunit Vps32	snf7		so:0001217	
SPAC1142.08	fhl1	DNA-binding forkhead transcription factor Fhl1	SPAC8C9.01		so:0001217	
SPAC1142.09		dubious	SPAC8C9.02		so:0001217	
SPAC11D3.01c		Con-6 family conserved fungal protein			so:0001217	
SPAC11D3.02c		ELLA family acetyltransferase			so:0001217	
SPAC11D3.03c		aminomethyltransferase-like and DUF1989 family protein, implicated in urea metabolism			so:0001217	
SPAC11D3.04c		polyketide cyclase SnoaL-like domain protein			so:0001217	
SPAC11D3.05	mfs2	transmembrane transporter Mfs2			so:0001217	
SPAC11D3.06		MatE family transmembrane transporter			so:0001217	
SPAC11D3.07c	toe4	DNA-binding transcription factor, zf-fungal binuclear cluster type			so:0001217	
SPAC11D3.08c		amino acid transmembrane transporter			so:0001217	
SPAC11D3.09		agmatinase			so:0001217	
SPAC11D3.10		nifs homolog, possible cysteine desulfurase			so:0001217	
SPAC11D3.11c		DNA-binding transcription factor, zn(2)-C6 fungal-type, truncated			so:0001217	
SPAC11D3.13	hsp3104	ThiJ domain protein, implicated in cellular detoxification			so:0001217	
SPAC11D3.14c		5-oxoprolinase (ATP-hydrolizing)			so:0001217	
SPAC11D3.15		5-oxoprolinase (ATP-hydrolizing)			so:0001217	
SPAC11D3.16c		Schizosaccharomyces specific protein			so:0001217	
SPAC11D3.17		DNA-binding transcription factor, zf-fungal binuclear cluster type			so:0001217	
SPAC11D3.18c		carboxylic acid transmembrane transporter			so:0001217	
SPAC11D3.19		Schizosaccharomyces pombe specific protein			so:0001217	
SPAC11D3.20		dubious			so:0001217	
SPAC11E3.01c	swr1	Swr1 complex histone chaperone module subunit, SNF2 family ATP-dependent chromatin remodeller Swr1	SPAC2H10.03c|mod22		so:0001217	
SPAC11E3.02c	ync13	Munc family exocytic/endocytic regulator Ync13			so:0001217	
SPAC11E3.03	csm1	microtubule-site clamp monopolin complex subunit Csm1/Pcs1	pcs1		so:0001217	
SPAC11E3.04c	ubc13	ubiquitin conjugating enzyme E2 Ubc13	spu13|sst5		so:0001217	
SPAC11E3.05	sea3	GATOR2-SEACAT complex/GATOR1-SEACIT GTPase complex ubiquitin-protein ligase E3 subunit Sea3			so:0001217	
SPAC11E3.06	map1	DNA-binding transcription factor, MADS-box Map1			so:0001217	
SPAC11E3.07	vma4	V-type ATPase V1 subunit E			so:0001217	
SPAC11E3.08c	nse6	Smc5-6 complex non-SMC subunit Nse6	cor1		so:0001217	
SPAC11E3.09	pyp3	protein tyrosine phosphatase Pyp3			so:0001217	
SPAC11E3.10		Golgi multispanning membrane VanZ-like family protein			so:0001217	
SPAC11E3.11c	syt22	ArfGEF Syt22			so:0001217	
SPAC11E3.12		mitochondrial thioredoxin family protein, implicated in sulfur cluster assembly			so:0001217	
SPAC11E3.13c	gas5	cell wall 1,3-beta-glucanosyltransferase Gas5			so:0001217	
SPAC11E3.14		protein with a role in clearing protein aggregates			so:0001217	
SPAC11E3.15	rpl22	60S ribosomal protein L22	SPAP8A3.01		so:0001217	
SPAC11G7.01	mtl2	plasma membrane-associated serine-rich cell wall sensor Mtl2			so:0001217	
SPAC11G7.02	pub1	HECT-type ubiquitin-protein ligase E3 Pub1			so:0001217	
SPAC11G7.03	idh1	isocitrate dehydrogenase (NAD+) subunit 1 Idh1	glu3		so:0001217	
SPAC11G7.04	ubi1	ribosomal-ubiquitin fusion protein Ubi1			so:0001217	
SPAC11G7.05c	mct1	mitochondrial [acyl-carrier protein] S-malonyltransferase Mct1			so:0001217	
SPAC11G7.06c	mug132	UPF0300 family protein 3			so:0001217	
SPAC11H11.01	sst6	ESCRT I complex subunit Vps23	cps23		so:0001217	
SPAC11H11.02c	mug162	Schizosaccharomyces specific protein Mug162			so:0001217	
SPAC11H11.03c		ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity implicated in DNA repair			so:0001217	
SPAC11H11.04	mam2	pheromone p-factor receptor Mam2			so:0001217	
SPAC11H11.05c	fta6	Mis6-Sim4 complex subunit Fta6			so:0001217	
SPAC11H11.06	arp2	ARP2/3 actin-organizing complex actin-related protein subunit Arp2	SPAC22F8.01		so:0001217	
SPAC1250.01	snf21	RSC-type complex ATPase Snf21	SPAC29A4.21|brg1		so:0001217	
SPAC1250.02	mug95	Schizosaccharomyces specific protein Mug95			so:0001217	
SPAC1250.03	ubc14	ubiquitin conjugating enzyme E2 for HECT-type and RBR family E3 Ub ligases, Ubc14			so:0001217	
SPAC1250.04c	atl1	alkyltransferase-like protein Atl1			so:0001217	
SPAC1250.05	rpl3002	60S ribosomal protein L30	rpl30-2|rpl30		so:0001217	
SPAC1250.07	sfc7	transcription factor TFIIIC subunit Sfc7			so:0001217	
SPAC1296.01c		phosphoacetylglucosamine mutase	SPAC22F3.01		so:0001217	
SPAC1296.02	cox4	cytochrome c oxidase subunit IV			so:0001217	
SPAC1296.03c	sxa2	serine carboxypeptidase Sxa2			so:0001217	
SPAC1296.04	mug65	dysferlin-like membrane trafficking protein Mug65			so:0001217	
SPAC1296.05c	lcp1	cyclin L family cyclin			so:0001217	
SPAC1296.06	tah18	CIA machinery NADPH-dependent diflavin oxidoreductase Tah18			so:0001217	
SPAC12B10.01c		HECT-type ubiquitin-protein ligase E3, implicated in negative regulation of ubiquitinated chromatin formation	SPAC31F12.02c|SPAC637.15c		so:0001217	
SPAC12B10.02c	sdg1	ER resident protein acetylase Sdg1	pho86		so:0001217	
SPAC12B10.03	bun62	WD repeat protein Wdr20	wdr20		so:0001217	
SPAC12B10.04	pby1	P-body associated protein Pby1			so:0001217	
SPAC12B10.05	icp55	mitochondrial intermediate cleavage peptidase Icp55	ppp43		so:0001217	
SPAC12B10.06c	emi5	succinate dehydrogenase complex assembly protein Emi5			so:0001217	
SPAC12B10.07	acp1	F-actin capping protein alpha subunit			so:0001217	
SPAC12B10.08c	til1	mitochondrial tRNA(Ile)-lysidine synthetase Til1			so:0001217	
SPAC12B10.09	pet801	mitochondrial carrier, S-adenosylmethionine			so:0001217	
SPAC12B10.10	nod1	medial cortical node Gef2-related protein Nod1			so:0001217	
SPAC12B10.11	exg2	cell wall glucan glucosidase Exg2			so:0001217	
SPAC12B10.12c	rhp41	DNA repair protein Rhp41	rhp4a		so:0001217	
SPAC12B10.13	gid8	GID complex subunit Gid8			so:0001217	
SPAC12B10.14c	tea5	pseudokinase Tea5	ppk2		so:0001217	
SPAC12B10.15c	rnh203	ribonuclease H2 complex subunit Rnh203			so:0001217	
SPAC12B10.16c	mug157	alpha-mannosidase GH125 family Mug157			so:0001217	
SPAC12G12.01c	sea4	GATOR2-SEACAT complex ubiquitin-protein ligase E3 subunit Sea4	SPAC630.02		so:0001217	
SPAC12G12.02	efg1	rRNA processing protein Efg1	SPAC630.01c		so:0001217	
SPAC12G12.03	cip2	RNA-binding protein Cip2			so:0001217	
SPAC12G12.04	mcp60	mitochondrial heat shock protein Hsp60/Mcp60	hsp60		so:0001217	
SPAC12G12.05c	taf9	SAGA complex/transcription factor TFIID complex subunit Taf9			so:0001217	
SPAC12G12.06c	rcl1	rRNA processing protein Rcl1			so:0001217	
SPAC12G12.07c		conserved fungal protein			so:0001217	
SPAC12G12.08	mrpl6	mitochondrial ribosomal protein subunit L6			so:0001217	
SPAC12G12.09	eti1	WD repeat protein associated with stress granule			so:0001217	
SPAC12G12.10	wdr21	WD repeat protein, human DDB1 and CUL4-associated factor 4 ortholog Wdr21			so:0001217	
SPAC12G12.11c	miy1	Lys48-specific deubiquitinase Mindy family, Miy1			so:0001217	
SPAC12G12.12	gms2	Golgi UDP-galactose transmembrane transporter Gms2			so:0001217	
SPAC12G12.13c	cid14	TRAMP complex poly(A) polymerase subunit Cid14			so:0001217	
SPAC12G12.14c	pfs2	mRNA cleavage and polyadenylation specificity factor complex, WD repeat protein Pfs2	cin2		so:0001217	
SPAC12G12.15	sif3	mitochondrial protein, involved in mitochondrial gene expression	mrx102|mrx10		so:0001217	
SPAC12G12.16c		Fen1 family nuclease, XP-G family	SPAC18B11.01c		so:0001217	
SPAC12G12.17	nce101	non-classical export protein Nce101			so:0001217	
SPAC1327.01c		DNA-binding transcription factor, zf-fungal binuclear cluster type	SPAC1783.09c|SPAC18G6.16c		so:0001217	
SPAC139.01c	mkt1	post-transcriptional RNA stability regulator Mkt1	SPAC955.02c		so:0001217	
SPAC139.02c	oac1	mitochondrial carrier, ocaloacetate family anion			so:0001217	
SPAC139.03	toe2	DNA-binding transcription factor, zf-fungal binuclear cluster type			so:0001217	
SPAC139.04c	fap2	L-saccharopine oxidase			so:0001217	
SPAC139.05		succinate-semialdehyde dehydrogenase			so:0001217	
SPAC139.06	hat1	histone acetyltransferase Hat1	SPAC23C4.01|kat1		so:0001217	
SPAC1399.01c		nucleobase transmembrane transporter			so:0001217	
SPAC1399.02		transmembrane transporter			so:0001217	
SPAC1399.03	fur4	plasma membrane uracil transmembrane transporter			so:0001217	
SPAC1399.04c	uck2	uracil phosphoribosyltransferase Uck2			so:0001217	
SPAC1399.05c	toe1	DNA-binding transcription factor, zf-fungal binuclear cluster type			so:0001217	
SPAC1399.06		dubious			so:0001217	
SPAC13A11.01c	rga8	RhoGAP Rga8	SPAC2F7.18c		so:0001217	
SPAC13A11.02c	erg11	lanosterol 14-demethylase (cytochrome P450) Erg11			so:0001217	
SPAC13A11.03	mcp7	meiosis specific coiled-coil protein Mcp7	mug32|mnd1		so:0001217	
SPAC13A11.04c	ubp8	SAGA complex ubiquitin C-terminal hydrolase Ubp8			so:0001217	
SPAC13A11.05	ysp2	peptidase family M17 cytoplasmic leucyl aminopeptidase yspII (LAP yspII)	yspII|ppp18		so:0001217	
SPAC13A11.06	pdc202	pyruvate decarboxylase	SPAC3H8.01		so:0001217	
SPAC13C5.01c	pre9	20S proteasome complex subunit alpha 3 Pre9	SPAC31A2.17c		so:0001217	
SPAC13C5.02	dre4	splicing associated factor Dre4			so:0001217	
SPAC13C5.03	tht1	nuclear membrane protein involved in karyogamy Tht1			so:0001217	
SPAC13C5.04		class I glutamine amidotransferase family protein, conserved in fungi, bacteria, plants			so:0001217	
SPAC13C5.05c		N-acetylglucosamine-phosphate mutase			so:0001217	
SPAC13C5.06c	mug121	Schizosaccharomyces pombe specific protein Mug121			so:0001217	
SPAC13C5.07	mre11	Mre11 nuclease	rad32		so:0001217	
SPAC13D1.01c	Tf2-7	retrotransposable element/transposon Tf2-type			so:0001217	
SPAC13D6.01	pof14	F-box protein Pof14			so:0001217	
SPAC13D6.02c	byr3	translational activator, zf-CCHC type zinc finger protein			so:0001217	
SPAC13D6.03c	trm9	tRNA (uridine) methyltransferase Trm9			so:0001217	
SPAC13D6.04c	btb3	BTB/POZ family substrate adaptor for cullin 3 ubiquitin ligase Btb3			so:0001217	
SPAC13D6.05	alp11	tubulin specific chaperone cofactor B	SPAC4G9.01		so:0001217	
SPAC13F5.01c	msh1	mitochondrial MutS protein Msh1	SPAC23C11.18c		so:0001217	
SPAC13F5.02c	taf7	transcription factor TFIID complex subunit Taf7	ptr6		so:0001217	
SPAC13F5.03c	gld1	mitochondrial glycerol dehydrogenase Gld1			so:0001217	
SPAC13F5.04c	vta1	Vps20 associated protein Vta1	vts1|new6|SPAC13F5.08		so:0001217	
SPAC13F5.05	mpd1	thioredoxin family protein Mpd1			so:0001217	
SPAC13F5.06c	sec10	exocyst complex subunit Sec10			so:0001217	
SPAC13F5.07c	hpz2	zf PARP type zinc finger protein Hpz2			so:0001217	
SPAC13G6.01c	rad8	ATP-dependent chromatin remodeller/ubiquitin-protein ligase E3 Rad8	SPAC5H10.14c		so:0001217	
SPAC13G6.02c	rps101	40S ribosomal protein S3a	rps1-1|rps3a-1		so:0001217	
SPAC13G6.03	gpi7	CP2 mannose-ethanolamine phosphotransferase GPI anchor biosynthesis protein Gpi7			so:0001217	
SPAC13G6.04	tim8	Tim8-Tim13 mitochondrial intermembrane space protein transporter complex subunit Tim8			so:0001217	
SPAC13G6.05c	trs33	TRAPPI,II,III complex subunit Trs33			so:0001217	
SPAC13G6.06c	gcv2	glycine cleavage complex subunit P			so:0001217	
SPAC13G6.07c	rps601	40S ribosomal protein S6	rps6-1|p27|rps6		so:0001217	
SPAC13G6.08	fzr2	meiotic fizzy-related APC coactivator Fzr2			so:0001217	
SPAC13G6.09	trs402	SSU-rRNA maturation protein Tsr4 homolog 2 Tsr402	tsr4		so:0001217	
SPAC13G6.10c	asl1	cell wall protein Asl1, predicted O-glucosyl hydrolase			so:0001217	
SPAC13G6.11c	erg12	mevalonate kinase Erg12			so:0001217	
SPAC13G6.12c	chs1	chitin synthase I	SPAC24B11.01c		so:0001217	
SPAC13G6.13		dubious	SPAC24B11.02		so:0001217	
SPAC13G6.14	aps1	diadenosine 5',5'''-p1,p6-hexaphosphate hydrolase Aps1	SPAC24B11.03|stw1		so:0001217	
SPAC13G6.15c	rcn1	serine/threonine protein phosphatase (calcipressin) regulatory subunit Rcn1	SPAC24B11.04c		so:0001217	
SPAC13G7.01c	erg7	lanosterol synthase Erg7	SPAC4G9.21c		so:0001217	
SPAC13G7.02c	ssa1	Hsp70 family heat shock protein Ssa1	hsp70		so:0001217	
SPAC13G7.03	upf3	up-frameshift suppressor 3 family protein			so:0001217	
SPAC13G7.04c	mac1	plasma membrane anchored protein, claudin family, predicted membrane sensor Mac1			so:0001217	
SPAC13G7.05	are1	acyl-CoA-sterol acyltransferase Are1			so:0001217	
SPAC13G7.06	met16	phosphoadenosine phosphosulfate reductase			so:0001217	
SPAC13G7.07	arb2	argonaute binding protein 2			so:0001217	
SPAC13G7.08c	crb3	Rix1 complex WD repeat subunit Crb3	ipi3		so:0001217	
SPAC13G7.09c		conserved fungal protein			so:0001217	
SPAC13G7.10	teb1	DNA-binding transcription factor Teb1	mug152|tay1|spX		so:0001217	
SPAC13G7.11	mba1	mitochondrial membrane-associated ribosome receptor Mba1			so:0001217	
SPAC13G7.12c	eki1	choline/ethanolamine kinase Eki1			so:0001217	
SPAC13G7.13c	msa1	RNA-binding protein Msa1	SPAC6C3.01c		so:0001217	
SPAC140.01	sdh2	succinate dehydrogenase (ubiquinone) iron-sulfur protein subunit			so:0001217	
SPAC140.02	gar2	nucleolin, nucleolar histone chaperone required for rRNA metabolism			so:0001217	
SPAC140.03	arb1	argonaute inhibitor protein 1	csp12		so:0001217	
SPAC140.04	ctr1	telomerase regulatory factor Ctr1			so:0001217	
SPAC1420.01c	mks1	GATA-like domain protein	SPAC56E4.08c		so:0001217	
SPAC1420.02c	cct5	chaperonin-containing T-complex epsilon subunit Cct5			so:0001217	
SPAC1420.03	rpn501	19S proteasome regulatory subunit Rpn501	rpn5-a|rpn5		so:0001217	
SPAC1420.04c	cox1101	cytochrome c oxidase assembly protein Cox1101/ mitochondrial ribosome assembly protein Rsm22 fusion protein	cox11|SPAPB17E12.01c		so:0001217	
SPAC144.01		Schizosaccharomyces specific protein			so:0001217	
SPAC144.02	iec1	Ino80 complex subunit Iec1			so:0001217	
SPAC144.03	ade2	adenylosuccinate synthetase Ade2	min10|min3		so:0001217	
SPAC144.04c	spe1	ornithine decarboxylase Spe1			so:0001217	
SPAC144.05	irc20	DNA-dependent ATPase/ ubiquitin-protein ligase E3 Irc20			so:0001217	
SPAC144.06	apl5	AP-3 adaptor complex subunit Apl5			so:0001217	
SPAC144.07c	gpn2	conserved GTPase Gpn2			so:0001217	
SPAC144.08	jac1	mitochondrial (2Fe-2S) cluster assembly co-chaperone Jac1			so:0001217	
SPAC144.09c	sfc2	transcription factor TFIIIA			so:0001217	
SPAC144.10c	gwt1	pig-W	mug59		so:0001217	
SPAC144.11	rps1102	40S ribosomal protein S11	rps11-2|rps11		so:0001217	
SPAC144.12	rki1	ribose 5-phosphate isomerase Rki1			so:0001217	
SPAC144.13c	srw1	substrate-specific mitotic G1 APC coactivator Srw1/Ste9	ste9		so:0001217	
SPAC144.14	klp8	kinesin-like protein Klp8			so:0001217	
SPAC144.15c	cog1	Golgi transport complex subunit Cog1			so:0001217	
SPAC144.16	cia2	CIA machinery protein Cia2			so:0001217	
SPAC144.17c		6-phosphofructo-2-kinase			so:0001217	
SPAC144.18	vrg4	Golgi GDP-mannose transmembrane transporter Vrg4			so:0001217	
SPAC144.19	prl46	Schizosaccharomyces specific protein	SPNCRNA.46|ORF18274		so:0001217	
SPAC1486.01	sod2	mitochondrial superoxide dismutase Sod2			so:0001217	
SPAC1486.02c	dsc2	Golgi Dsc E3 ligase complex transmembrane subunit, C-terminal UBA domain Dsc2	ucp14		so:0001217	
SPAC1486.03c	ntr1	RNA-binding splicing factor Ntr1			so:0001217	
SPAC1486.04c	alm1	nucleoporin Alm1			so:0001217	
SPAC1486.05	nup189	nucleoporin Nup98 and Nup96	nup98|nup96|nup189N|nup189C		so:0001217	
SPAC1486.06	npt1	nicotinate phosphoribosyltransferase Npt1			so:0001217	
SPAC1486.07c	mrpl19	mitochondrial ribosomal protein subunit L11	mrp19		so:0001217	
SPAC1486.08	cox16	mitochondrial copper chaperone for cytochrome c oxidase Cox16			so:0001217	
SPAC1486.09	nob1	ribosome biogenesis protein Nob1			so:0001217	
SPAC1486.10	thi1	DNA-binding transcription factor Thi1	ntf1|SPAC6G10.01		so:0001217	
SPAC1486.11	fmc1	mitochondrial complex assembly factor, LYR family Fmc1	new3		so:0001217	
SPAC14C4.01c	atg43	mitophagy receptor Atg43	SPAC19D5.08c		so:0001217	
SPAC14C4.02c	smc5	Smc5-6 complex SMC P-loop ATPase subunit Smc5	spr18		so:0001217	
SPAC14C4.03	mek1	Cds1/Rad53/Chk2 family protein kinase Mek1			so:0001217	
SPAC14C4.04		ThiJ domain protein			so:0001217	
SPAC14C4.05c	man1	LEM domain nuclear inner membrane protein Man1, Sad1 interacting factor	heh2|mug61		so:0001217	
SPAC14C4.06c	nab2	nuclear poly(A) binding protein Nab2			so:0001217	
SPAC14C4.07		transmembrane transporter			so:0001217	
SPAC14C4.08	mug5	dynactin complex subunit Mug5			so:0001217	
SPAC14C4.09	agn1	cell wall glucan endo-1,3-alpha-glucosidase Agn1			so:0001217	
SPAC14C4.10c		Nudix family hydrolase			so:0001217	
SPAC14C4.11	vtc2	vacuolar transporter chaperone (VTC) complex polyphosphate synthetase subunit Vtc2/3	vtc3		so:0001217	
SPAC14C4.12c	laf1	Clr6 associated factor 1 Laf1			so:0001217	
SPAC14C4.13	rad17	RFC related checkpoint protein Rad17			so:0001217	
SPAC14C4.14	atp1	F1-FO ATP synthase alpha subunit			so:0001217	
SPAC14C4.15c	dpp1	vacuolar dipeptidyl peptidase	SPAPJ760.01c|ppp21		so:0001217	
SPAC14C4.16	dad3	DASH complex subunit Dad3			so:0001217	
SPAC1527.01	mok11	cell wall alpha-1,3-glucan synthase Mok11	SPAC23D3.15		so:0001217	
SPAC1527.02	sft2	Golgi transport protein Sft2			so:0001217	
SPAC1527.03	slr1	RNA-binding protein, LARP1 family Slr1			so:0001217	
SPAC1556.01c	rad50	DNA repair protein Rad50	SPAP4C9.01c		so:0001217	
SPAC1556.02c	sdh1	succinate dehydrogenase Sdh1			so:0001217	
SPAC1556.03	azr1	mitochondrial protein phosphatase Azr1			so:0001217	
SPAC1556.04c	cdd1	cytidine deaminase Ccd1	pcd1		so:0001217	
SPAC1556.05c	cgr1	ribosome biogenesis CGR1 family			so:0001217	
SPAC1556.06	meu1	Schizosaccharomyces specific protein	meu1-1|SPAC1556.06a|meu1-2|SPAC1556.06b|SPAC1556.06.1		so:0001217	
SPAC1556.07	pmm1	phosphomannomutase Pmm1			so:0001217	
SPAC1556.08c	cbs2	serine/threonine protein kinase AMPK (gamma) subunit Cbs2	SPAC1F12.01c		so:0001217	
SPAC1565.01	rcf2	cytochrome c oxidase subunit Rcf2			so:0001217	
SPAC1565.02c	rga10	RhoGAP, with CRAL-TRIO_domain Rga10			so:0001217	
SPAC1565.03		Schizosaccharomyces specific protein			so:0001217	
